569	17	10377
190	36	15195
8485	4	9222
14486	4	15750
15256	26	7140
6003	45	3740
3964	19	11925
8093	50	14717
3774	4	2146
14852	4	4860
6800	4	5483
133	40	2073
2553	4	2864
15084	36	1085
1348	39	3679
13712	18	7985
6716	12	290
10978	15	10373
5904	45	989
5894	15	3881
10687	26	7985
1102	15	15096
11816	16	13671
15256	20	536
4778	15	1656
4665	9	13762
13677	5	2479
14641	36	7020
8630	4	12007
11401	4	4460
9374	4	6363
15977	4	6543
10054	45	17027
16709	45	8119
24	40	137
11720	11	10075
4427	20	3033
5511	4	16827
7821	15	3881
5481	17	11012
16345	26	7985
1417	26	7985
7984	36	385
11565	17	10377
5799	4	13589
8203	5	14822
40	26	3742
1806	12	777
4021	12	15782
10149	36	11552
7888	26	7985
12002	25	5169
2814	4	11850
8662	4	2756
3266	4	7582
5135	20	74
10665	4	11867
6678	4	4647
7152	4	9222
13840	40	15825
14791	4	6668
2747	36	13979
6100	26	3338
2322	26	2073
7201	4	3877
12533	19	11925
14944	20	536
6575	37	7985
14998	20	4851
5551	40	10432
2836	17	523
6610	4	10438
4199	45	15348
15398	12	780
2731	19	11925
12782	19	11925
7079	4	512
16138	4	9881
3261	45	2458
7501	20	1558
16070	27	11782
1794	15	1656
574	17	572
1671	1	15361
13175	12	6612
7283	5	11933
7250	4	3993
2658	36	13249
2775	17	5913
5459	12	15792
7617	15	13693
13663	15	3957
9353	45	1731
6189	42	13147
2320	4	6518
11050	42	4949
696	39	4927
13174	15	15096
1254	4	12007
9302	21	4385
15845	4	512
418	46	4837
16311	36	7216
6235	25	2513
6617	17	3069
2997	12	4447
7195	4	13589
10770	4	1632
7381	8	8220
10153	26	293
2595	12	10384
14797	26	7985
8348	14	14202
2507	40	9676
1210	15	3881
11291	12	13914
11198	4	13369
6964	25	4255
9363	20	3030
7597	4	4662
4330	4	4401
3374	17	13939
2780	4	13786
4682	12	2651
5782	40	7985
14480	18	2153
13527	44	12424
16829	21	13590
1826	4	13761
13197	9	15604
3017	50	2114
10837	39	7825
10055	20	9227
13108	4	3108
4865	12	141
3811	4	2864
14412	36	10605
11701	25	89
12220	26	7985
5621	17	8512
14210	45	5427
1875	26	15377
8108	37	7985
12252	25	4569
7626	26	3742
10843	25	10299
779	40	2153
16237	46	10623
6256	36	385
7261	20	3589
14416	4	9076
13808	4	8914
6065	4	8914
2929	4	9718
14244	4	512
3891	19	14649
5531	4	9718
13560	4	271
16802	4	4254
8805	9	3310
7453	26	7985
8816	4	11859
5113	20	4882
5903	26	7985
3829	15	3881
2198	40	15914
9391	26	2718
6123	4	9718
7166	40	10473
4522	17	441
6007	4	4254
9231	17	13065
16332	4	15441
4581	12	3634
13581	4	15540
11973	17	11082
10093	14	16696
8406	45	8784
699	1	14644
9014	37	7985
5978	26	3389
354	39	4562
7819	9	3310
10059	45	3520
137	19	4114
10245	18	10768
4013	17	9923
8579	20	13147
5725	4	511
10452	8	17014
13591	26	2153
4953	26	3742
3243	26	7985
1635	15	2235
791	4	10684
12108	4	10635
790	4	2864
9840	4	9222
13048	36	8946
462	50	16055
13474	4	7329
2623	19	3551
5707	45	3740
3606	12	4312
5014	20	3341
8849	12	11841
5712	4	512
16195	20	3354
14211	26	2303
8438	15	3957
1121	4	7582
5387	26	7985
6566	36	7020
9077	4	9718
5263	40	15941
6285	4	12545
4699	26	7985
7085	17	7112
570	45	2329
11233	39	11780
7267	17	1244
4182	1	15361
8226	5	4546
12509	39	13436
8207	4	9222
16163	26	2153
13262	4	9718
7184	12	1577
14505	20	3791
13666	4	4254
17018	39	16811
14928	46	2914
8135	4	110
15076	1	12011
7360	25	7251
5704	45	4946
4677	50	9298
6422	4	13589
13037	4	110
462	50	7523
16974	4	9718
11904	4	11878
11698	4	7582
7721	4	12423
776	26	7985
10582	17	8600
11630	4	9222
10856	1	7815
1629	12	13332
2611	4	15441
8838	9	13762
12484	4	4254
9812	26	7985
7885	21	16055
8242	9	13762
4733	4	2813
13893	36	14071
16565	4	4647
13059	15	3881
12649	4	14149
11195	4	9222
129	12	3770
4502	17	8072
14446	42	12386
524	4	9718
14446	42	16011
7893	42	3172
7114	4	9222
1999	17	5579
5591	12	777
9666	4	7761
