14329	155	2545
10384	4	2879
999	154	11761
5426	198	259
7560	185	782
10815	184	10393
7059	158	12098
7237	5	8136
4269	40	4687
7491	111	33
10499	105	8299
10416	149	6423
9676	108	9906
5978	216	5833
7409	92	9841
7430	40	9565
4298	225	5065
5338	158	1853
1535	3	4298
12289	40	1549
10692	5	3010
9323	115	3361
4898	42	7472
4946	126	5775
7000	170	8558
14316	201	10274
7160	170	8203
12203	215	2822
2932	216	5833
5767	72	10448
5626	67	4298
6604	115	5735
6694	20	10037
8129	43	8735
10359	157	2034
7331	216	3495
13057	5	2841
3475	180	4298
653	158	7965
5660	136	11534
4723	212	3091
5574	180	4298
10749	40	13874
10011	126	10114
12970	85	3193
1889	198	926
12336	11	11157
6703	152	13122
12885	136	5801
7194	77	13122
12681	53	5610
10014	167	8157
3555	17	3089
7081	213	6481
202	158	12059
7993	160	11462
13358	198	11974
3680	158	3703
7929	20	10037
4458	212	2140
10026	40	8223
12203	215	12099
8181	185	3000
13342	180	9299
13520	20	10037
9924	38	4986
941	90	4063
11181	143	6099
8017	215	8922
9995	149	6423
13311	115	8897
559	198	636
8279	20	10037
242	85	5677
4985	20	10037
13150	111	8927
6232	163	8854
13304	66	10717
10755	182	13949
6839	85	14366
7793	149	6423
6916	67	7171
9049	230	1856
6169	186	3453
5413	216	4298
4188	20	10037
2211	216	2577
7443	92	5882
6247	37	2577
852	85	7566
1003	23	3445
9802	158	7443
1779	215	11741
5029	66	6669
14442	129	14162
5614	85	10893
5075	137	5882
786	40	13910
5752	126	9216
5817	180	10187
12535	43	7771
5853	188	3178
11507	33	7079
9865	212	3761
18	134	14452
4061	4	13560
1149	123	8536
10185	5	11427
1451	90	13150
11329	188	11680
11656	216	5754
2617	158	4900
8043	154	2871
3914	116	3914
469	72	13353
154	36	13098
10119	143	8094
2343	115	11169
13376	35	14243
943	213	7351
12960	153	674
11156	61	13122
4159	220	1456
12375	223	5077
4707	213	1512
545	213	7592
14398	115	11169
9689	105	591
13256	216	8818
13189	97	2956
1996	184	10393
11507	213	13585
1816	5	4134
10969	115	10115
8504	10	11813
12955	127	9238
2657	96	3164
2928	149	6423
9151	213	2014
1998	40	9040
856	40	8169
9212	85	999
3216	142	4641
7844	126	12903
6748	158	3543
9441	170	1121
3685	40	2692
14175	11	1628
6822	5	3749
13859	133	14226
6860	51	8068
157	92	1187
7834	108	1240
4357	40	4951
4696	182	13480
6873	126	4661
9524	204	1968
9350	20	10037
578	158	1743
8046	85	7566
14192	216	642
10850	57	5776
6061	180	4298
