1771	12	533
1823	33	135
1755	31	1663
586	12	1801
1544	31	615
1095	3	259
273	3	1138
752	3	1141
731	25	1393
1380	3	85
1390	3	634
1440	12	212
1927	34	2018
1771	3	94
73	3	1478
1173	3	764
1313	23	1413
84	3	893
457	16	1486
884	3	594
1557	22	1030
901	3	363
1822	31	1247
1807	3	1244
1616	4	1487
1070	3	1761
1310	36	289
496	34	690
1063	17	193
1733	12	518
1971	34	55
1030	34	685
1678	3	480
315	3	1212
378	3	85
1729	3	1141
1331	34	5
917	34	1907
1792	34	690
1524	22	1030
1717	12	518
460	3	377
1359	3	1573
822	3	235
1483	3	594
1135	37	1977
1941	3	1476
1909	22	1313
386	3	598
789	34	113
1562	3	1212
515	3	1105
2028	31	646
190	3	421
292	0	505
1587	3	861
295	12	518
1952	3	255
1077	17	193
389	9	1875
173	21	489
1383	3	456
757	7	934
1547	3	1646
894	37	1689
876	3	1646
430	3	456
160	7	435
31	31	576
587	22	1254
260	34	907
516	3	908
9	12	1655
1253	3	125
1885	31	1686
1142	34	1299
863	12	518
687	34	768
707	34	750
1909	12	533
849	34	162
443	3	1141
372	28	264
739	34	1714
1087	22	353
1937	34	907
257	34	1280
1333	3	1212
660	3	875
15	31	950
1871	9	1412
1695	28	518
1781	31	1421
918	3	1456
364	34	1790
731	3	1646
1587	3	539
1880	37	1878
1254	31	239
1286	34	484
770	34	1408
22	31	1808
1570	33	139
1439	3	984
1857	23	1480
1949	31	1264
1866	34	1030
486	3	1212
394	3	1415
1886	34	27
327	31	158
632	30	1332
364	34	1303
859	3	85
806	3	634
247	31	618
1857	31	1247
260	34	1235
215	4	1200
854	9	1914
718	37	1569
291	9	2020
759	34	1346
1933	34	1915
1637	3	1879
39	34	484
1501	16	1336
13	34	1030
2013	31	1810
493	3	1141
1837	34	1792
1219	3	539
1414	16	1145
1297	7	1517
447	0	666
34	4	1489
2008	34	1544
773	9	103
2004	9	659
1231	9	105
1756	18	743
1797	3	456
736	3	1232
1316	34	1254
13	31	1906
322	3	86
353	34	358
247	34	2018
1910	3	556
257	34	2008
1156	21	567
1933	31	1663
1331	34	260
1971	31	1810
1018	31	1945
1659	3	121
1102	31	1882
947	28	518
1861	31	1906
1874	31	1247
1666	3	598
275	3	594
1937	34	1825
716	3	1605
1384	18	440
1717	7	435
1907	34	55
1273	31	1906
1021	3	1478
1602	21	1371
1797	9	2020
241	3	1476
492	37	2032
653	12	1801
1332	37	447
260	34	2028
1171	3	1667
1357	9	1239
504	37	1057
442	7	435
524	7	435
247	34	33
977	34	1900
1159	36	1488
337	31	158
1608	7	920
459	3	86
1837	31	1560
1468	3	1232
1499	3	121
1788	18	1901
171	3	1212
779	34	1207
629	18	1653
1717	3	1232
129	3	594
1749	31	1560
1830	31	1560
1710	3	634
215	16	1747
200	3	556
350	3	1646
1677	31	1421
1557	3	1586
572	34	1673
947	31	1811
1335	21	1272
1155	31	1882
1523	9	1239
867	3	1232
807	9	105
970	7	435
418	9	1239
1759	31	1247
1165	23	1413
463	9	101
1286	34	353
484	34	1830
1273	31	1668
1991	4	1200
819	15	1806
1959	31	65
902	22	1030
781	3	1232
304	3	85
1910	9	101
674	22	353
1816	3	1464
172	3	456
1671	3	796
17	31	1913
574	3	86
2005	31	1808
1907	34	1408
344	31	910
30	31	222
535	31	857
37	31	1421
1927	34	1691
1046	31	1876
1907	34	1291
1917	34	358
1821	3	1494
1396	16	1486
424	3	246
1935	31	1421
465	21	640
1781	31	1134
1983	17	1946
353	34	1753
1442	3	543
1471	12	518
496	34	924
56	34	1408
810	34	1937
1149	3	958
789	34	484
1733	36	596
2028	34	353
230	7	1419
1849	17	1610
1736	7	435
80	3	1232
1673	34	33
623	31	1330
307	37	1982
1825	34	1346
752	3	207
508	22	1030
425	34	917
1699	36	962
933	3	1478
1934	34	1179
304	21	1651
532	22	1139
1155	9	1199
1642	3	495
1099	31	1322
1417	12	533
1375	3	1158
1937	31	1264
1937	31	1811
944	7	1665
887	3	1212
740	34	1927
609	3	1476
512	3	121
639	21	1670
978	9	103
995	34	977
1693	31	1906
721	7	435
315	22	2008
1677	18	1610
437	31	1539
902	3	495
1554	0	505
1331	34	27
636	3	1232
322	3	456
1012	3	1105
918	31	550
1960	23	263
775	9	1473
1280	34	1907
506	33	142
1770	31	1913
1174	3	1646
515	3	1365
1634	25	1795
728	21	595
690	34	1838
2033	22	1030
34	4	297
1951	36	314
1762	31	1945
1658	31	1539
460	37	1250
1569	11	1649
27	34	1673
1880	37	1503
1073	31	1420
1953	22	1139
133	0	666
1825	34	1919
1209	12	518
521	9	1883
16	31	1945
1334	34	1907
1021	21	689
664	22	1030
548	7	435
1501	8	1708
717	3	1761
1838	31	1808
1030	34	924
379	9	523
1823	35	444
254	3	1918
1744	21	489
242	3	1212
1617	3	1879
1942	31	1247
1235	34	737
1933	34	260
1039	4	1490
611	3	1667
1960	34	917
1551	3	480
739	31	1663
181	4	1504
274	16	1486
260	31	1247
850	12	518
1791	31	1421
552	31	239
1564	7	1609
1294	21	1593
914	3	1141
1715	31	1663
1540	12	518
1688	31	1247
728	21	640
977	31	1247
1512	7	1665
1831	34	878
1718	3	1918
1689	11	497
1398	3	1212
688	3	1558
48	31	1721
1042	12	518
665	3	1212
1499	31	1686
1091	11	1349
759	34	1030
1442	9	1485
312	3	456
1301	3	121
786	20	1797
474	37	205
535	1	1835
1417	22	1313
751	3	1105
1397	34	907
306	22	484
1274	7	1517
260	34	1099
1366	22	1030
368	12	264
1261	35	60
151	9	1090
1598	3	1464
514	21	647
823	3	1141
114	21	323
787	7	1665
1088	12	1852
970	9	523
1675	3	1120
1250	31	1136
625	3	1476
1788	4	279
1216	3	893
1223	3	456
1923	31	452
846	22	1030
1787	6	1647
951	3	1232
1368	3	1212
1171	3	1498
1299	34	1715
1624	31	1539
1292	33	1460
768	31	551
1195	3	539
585	3	1476
191	17	458
1280	31	1663
759	34	1915
1597	21	722
1749	31	576
917	34	2011
1785	22	164
777	16	1486
1657	9	1600
1169	12	1801
223	3	1667
1944	3	255
1577	0	1199
104	34	260
1169	17	1662
1712	31	1002
1389	9	1883
1696	31	578
66	3	1212
1331	34	623
26	34	1927
917	34	321
759	34	1830
1565	3	1879
1433	3	543
683	3	1141
503	22	445
1762	34	257
1969	31	551
2024	31	1808
1176	3	536
1703	7	435
820	21	975
525	37	1878
1807	31	1686
698	3	1646
89	9	2025
968	21	491
1619	31	910
1768	37	1951
1805	34	1927
765	3	1141
896	3	1212
810	31	1906
1872	22	257
1012	3	984
1755	31	156
496	34	1179
1423	3	908
524	3	86
605	3	421
1942	34	1830
353	34	1917
364	34	739
1755	27	1660
661	31	1109
1176	3	1212
487	1	1835
387	3	456
1085	3	1918
922	7	1609
525	37	61
1190	3	1232
577	33	142
1590	18	444
473	7	1419
205	11	1708
1557	35	809
1101	9	1883
913	3	371
2013	31	222
2022	31	1663
178	37	1965
1988	3	140
1	31	1452
188	7	435
1012	3	1498
1673	34	1334
1015	3	137
1363	3	1464
917	34	26
183	22	1148
1588	3	1244
1422	3	1498
831	31	1882
1513	11	2007
1595	31	1358
1248	0	1600
1299	31	1877
1774	37	383
1837	31	1663
1551	31	258
852	22	1030
739	34	917
559	21	647
1520	3	1105
1203	3	1478
1861	31	551
